Car_ID,Model,Variant,Model_Year,Body_Type,Engine,Cylinders,Transmission,Drivetrain,Fuel_Type,Color,Horsepower_HP,Zero_to_100_sec,Top_Speed_MPH,MSRP_USD
CAR00361,M8 Gran Coupe,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,610,3.2,155,168900
CAR00362,XM,Base,2025,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,700,3.7,155,171000
CAR00363,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,492,4.0,155,83200
CAR00364,M3 Touring,Base,2024,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,516,3.8,155,88100
CAR00365,M3,Base,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,495,4.1,155,79400
CAR00366,M3,CS,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,513,4.0,177,98600
CAR00367,X5 M,Competition,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,614,3.8,155,126400
CAR00368,M4,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,510,4.3,155,103700
CAR00369,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,419,4.0,155,68600
CAR00370,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Frozen Portimao Blue,653,3.2,155,124100
CAR00371,M5,Base,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,676,3.4,155,130300
CAR00372,X6 M,Competition,2022,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Isle of Man Green,611,3.5,155,130300
CAR00373,M3 Touring,Base,2025,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,512,3.8,155,86900
CAR00374,X4 M,Base,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,491,3.8,155,79500
CAR00375,M8 Gran Coupe,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,614,3.4,155,163700
CAR00376,M8 Gran Coupe,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,613,3.5,155,170800
CAR00377,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,498,4.2,155,88800
CAR00378,M4,Competition,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,500,3.7,155,96400
CAR00379,M3 Touring,Competition,2022,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,515,4.2,155,93300
CAR00380,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,430,3.8,155,67900
CAR00381,M3 Touring,Base,2024,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,507,3.8,155,86400
CAR00382,M5,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,668,3.1,155,120000
CAR00383,M4,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,502,3.9,155,89600
CAR00384,X6 M,Base,2022,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,607,3.4,155,130400
CAR00385,M2,Competition,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,441,3.8,155,75800
CAR00386,XM,Competition,2023,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,717,3.5,155,197200
CAR00387,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,491,3.9,155,88700
CAR00388,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Toronto Red,674,3.5,155,121500
CAR00389,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,497,3.9,155,97600
CAR00390,X3 M,Base,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,487,4.1,155,76200
CAR00391,M8 Gran Coupe,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,612,3.9,155,156500
CAR00392,M5,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Marina Bay Blue,675,3.4,155,131100
CAR00393,X5 M,Competition,2026,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,613,3.4,155,132600
CAR00394,XM,Base,2024,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,644,3.4,155,177700
CAR00395,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,412,3.6,155,63900
CAR00396,M3,CSL,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,515,3.7,178,135300
CAR00397,M3,CSL,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,507,4.0,190,140600
CAR00398,M4,Competition,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,512,4.0,155,92200
CAR00399,X3 M,Competition,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,496,4.0,155,85400
CAR00400,X6 M,Base,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,609,3.3,155,130200
CAR00401,X3 M,Competition,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,491,4.1,155,82300
CAR00402,M8 Gran Coupe,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,608,3.4,155,151400
CAR00403,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Marina Bay Blue,504,3.7,155,84100
CAR00404,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,510,3.8,155,94700
CAR00405,M5,Competition,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Isle of Man Green,684,3.6,155,125400
CAR00406,X5 M,Base,2024,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,605,3.2,155,122000
CAR00407,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,613,3.5,155,129900
CAR00408,M5,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Isle of Man Green,698,3.6,155,134500
CAR00409,XM,Base,2022,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,698,3.8,155,166900
CAR00410,X5 M,Base,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,609,3.4,155,117400
CAR00411,X6 M,Base,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,608,3.2,155,125400
CAR00412,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,510,4.1,155,97300
CAR00413,M8,Base,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,614,3.5,155,150700
CAR00414,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,497,4.2,155,77200
CAR00415,X5 M,Competition,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,614,3.7,155,127700
CAR00416,M8,Base,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,608,3.5,155,151800
CAR00417,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,515,3.9,155,88000
CAR00418,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,423,3.6,155,74000
CAR00419,M3,Base,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,496,3.9,155,77900
CAR00420,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,508,3.8,155,87400
CAR00421,X5 M,Base,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,609,3.2,155,120600
CAR00422,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,426,3.9,155,70800
CAR00423,M8,Competition,2024,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,613,3.4,155,160200
CAR00424,X5 M,Competition,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Isle of Man Green,610,3.3,155,130900
CAR00425,M4 Convertible,Base,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,486,3.8,155,99800
CAR00426,M2,CS,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,433,3.9,177,89800
CAR00427,X4 M,Base,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,493,4.0,155,83200
CAR00428,X6 M,Base,2026,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,606,3.0,155,128600
CAR00429,M8 Gran Coupe,Base,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,602,3.8,155,153400
CAR00430,M8 Gran Coupe,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,602,3.9,155,151200
CAR00431,X3 M,Base,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,484,3.7,155,82800
CAR00432,M4,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,509,3.9,155,98300
CAR00433,M4,Competition,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,513,4.1,155,96500
CAR00434,X3 M,Competition,2022,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Brooklyn Grey,492,4.1,155,87000
CAR00435,M8 Gran Coupe,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,610,3.6,155,172000
CAR00436,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,426,3.8,155,73300
CAR00437,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,515,3.6,155,96000
CAR00438,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Alpine White,494,3.8,155,90500
CAR00439,M3 Touring,Base,2025,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,498,4.0,155,82200
CAR00440,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Zandvoort Blue,486,4.3,155,91200
CAR00441,M8 Gran Coupe,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Toronto Red,609,3.8,155,165900
CAR00442,X6 M,Base,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,607,3.3,155,118400
CAR00443,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,508,4.1,155,93900
CAR00444,X5 M,Competition,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,614,3.4,155,130800
CAR00445,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,512,4.0,155,92700
CAR00446,M4 Convertible,Competition,2024,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,498,3.9,155,107900
CAR00447,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,502,3.8,155,99000
CAR00448,X3 M,Base,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,478,4.2,155,82300
CAR00449,X6 M,Competition,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,615,3.2,155,135200
CAR00450,M5,CS,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,670,3.0,180,161300
CAR00451,X5 M,Competition,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,611,3.4,155,136400
CAR00452,M5,Base,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,654,3.4,155,122800
CAR00453,M8,Competition,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,611,3.4,155,158600
CAR00454,X6 M,Base,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Isle of Man Green,611,3.1,155,122000
CAR00455,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,498,3.5,155,88600
CAR00456,M8,Base,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,609,3.6,155,143200
CAR00457,M8,Competition,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,612,3.4,155,157700
CAR00458,M8,Base,2022,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,617,3.0,155,142100
CAR00459,M4 Convertible,Competition,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,491,3.9,155,104100
CAR00460,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,512,4.1,155,91000
CAR00461,M4,Competition,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,500,3.7,155,86200
CAR00462,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,419,3.9,155,70800
CAR00463,M5,CS,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Alpine White,663,3.2,177,142300
CAR00464,M8 Gran Coupe,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,603,3.4,155,152900
CAR00465,M8,Base,2024,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,606,3.3,155,133500
CAR00466,X5 M,Base,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,610,3.6,155,117600
CAR00467,M5,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Sao Paulo Yellow,708,3.6,155,130200
CAR00468,M4 Convertible,Competition,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,496,3.9,155,100800
CAR00469,X3 M,Competition,2026,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,496,3.8,155,87000
CAR00470,X6 M,Base,2023,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,610,3.4,155,126900
CAR00471,M3,CSL,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,503,4.0,180,116000
CAR00472,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,515,4.0,155,95700
CAR00473,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,508,4.0,155,91100
CAR00474,M3,CS,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,510,3.8,178,94600
CAR00475,M4 Convertible,Base,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,488,4.2,155,98600
CAR00476,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,439,4.0,155,69200
CAR00477,XM,Base,2025,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,681,3.8,155,173800
CAR00478,M5,Competition,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,700,3.5,155,133200
CAR00479,XM,Base,2024,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,708,3.3,155,170000
CAR00480,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,622,3.4,155,127400
CAR00481,M5,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Individual Frozen Grey,689,3.4,155,133400
CAR00482,X4 M,Base,2026,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,483,4.1,155,78800
CAR00483,M8 Gran Coupe,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,613,3.4,155,155600
CAR00484,X3 M,Competition,2022,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,496,3.8,155,83500
CAR00485,X5 M,Competition,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,614,2.8,155,135600
CAR00486,X3 M,Base,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,490,4.0,155,80800
CAR00487,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Black Sapphire,639,3.3,155,127300
CAR00488,M2,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,454,3.9,155,68600
CAR00489,X4 M,Base,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,486,3.9,155,84800
CAR00490,M3,CS,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,513,4.0,183,103500
CAR00491,M3,CSL,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,518,4.0,185,145200
CAR00492,M3,Base,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,496,4.2,155,88800
CAR00493,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,506,3.8,155,92500
CAR00494,M5,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,694,3.5,155,123700
CAR00495,XM,Base,2022,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,694,3.4,155,173800
CAR00496,M4,CSL,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,501,3.8,180,141000
CAR00497,M4,CS,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,509,3.8,184,107600
CAR00498,M3 Touring,Base,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,492,3.8,155,88400
CAR00499,X4 M,Competition,2022,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,492,3.8,155,84200
CAR00500,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,496,4.4,155,81500
CAR00501,M4,CSL,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,498,3.5,177,135500
CAR00502,M4 Convertible,Competition,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,495,4.3,155,102800
CAR00503,M4 Convertible,Base,2026,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,482,4.2,155,91600
CAR00504,X5 M,Base,2026,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,606,3.3,155,120000
CAR00505,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,517,3.4,155,93400
CAR00506,M4,CS,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,522,3.8,185,107400
CAR00507,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,501,4.0,155,82400
CAR00508,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,514,3.8,155,96600
CAR00509,M8 Gran Coupe,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,615,3.9,155,157800
CAR00510,X3 M,Competition,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,494,4.1,155,86500
CAR00511,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,448,3.6,155,75400
CAR00512,M8,Base,2026,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,613,3.4,155,141800
CAR00513,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,443,3.8,155,70700
CAR00514,X3 M,Base,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,492,4.1,155,80900
CAR00515,X4 M,Competition,2026,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,492,4.0,155,88700
CAR00516,M8 Gran Coupe,Competition,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,617,3.6,155,166500
CAR00517,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,508,3.6,155,87800
CAR00518,X6 M,Competition,2022,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,610,3.4,155,128600
CAR00519,M5,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,706,3.4,155,138400
CAR00520,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,446,4.1,155,77100
CAR00521,X5 M,Competition,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,611,3.5,155,131200
CAR00522,X3 M,Base,2026,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,489,3.9,155,78200
CAR00523,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,484,3.9,155,103800
